DR_NO,AREA,AREA NAME,Rpt Dist No,LOCATION,Cross Street,LAT,LON,,,,,,,,,,,,,,,,
210704505,7,Wilshire,725,7400 BEVERLY BL,,0,0,,,,,,,,,,,,,,,,
210807246,8,West LA,853,BUTLER,SANTA MONICA,34.0455,-118.4519,,,,,,,,,,,,,,,,
211608400,16,Foothill,1653,9700 TELFAIR AV,,34.2457,-118.4067,,,,,,,,,,,,,,,,
210613587,6,Hollywood,676,EL CENTRO,CAMERFORD,34.0844,-118.3244,,,,,,,,,,,,,,,,
210612963,6,Hollywood,679,1000 N ARDMORE AV,,34.0885,-118.3019,,,,,,,,,,,,,,,,
210119955,1,Central,182,1100 S HOPE ST,,34.0423,-118.263,,,,,,,,,,,,,,,,
210611584,6,Hollywood,636,1800 WHITLEY AV,,34.1035,-118.3334,,,,,,,,,,,,,,,,
211013318,10,West Valley,1078,VENTURA BL,HAYVENHURST AV,34.1576,-118.4923,,,,,,,,,,,,,,,,
210505756,5,Harbor,584,800 W PASEO DEL MAR,,33.707,-118.2936,,,,,,,,,,,,,,,,
210510053,5,Harbor,564,200 W 2ND ST,,33.7424,-118.2814,,,,,,,,,,,,,,,,
211219429,12,77th Street,1218,800 W 58TH ST,,33.9897,-118.2909,,,,,,,,,,,,,,,,
211225748,12,77th Street,1283,10000 S HARVARD BL,,33.9432,-118.3068,,,,,,,,,,,,,,,,
210306952,3,Southwest,396,4300 S VERMONT AV,,34.0046,-118.2915,,,,,,,,,,,,,,,,
210505463,5,Harbor,558,200 W AMAR ST,,33.7478,-118.2822,,,,,,,,,,,,,,,,
210515610,5,Harbor,526,700 LAGOON AV,,33.7782,-118.2676,,,,,,,,,,,,,,,,
212009736,20,Olympic,2029,3RD,VIRGIL,34.069,-118.2868,,,,,,,,,,,,,,,,
211819825,18,Southeast,1829,101ST ST,GRAPE ST,33.9449,-118.2368,,,,,,,,,,,,,,,,
210909035,9,Van Nuys,974,VENTURA BL,CEDROS AV,34.1514,-118.4515,,,,,,,,,,,,,,,,
210915115,9,Van Nuys,914,14500 SHERMAN WY,,34.2012,-118.4497,,,,,,,,,,,,,,,,
210121992,1,Central,156,6TH,WALL ST,34.0435,-118.2471,,,,,,,,,,,,,,,,
210118571,1,Central,165,600 WALL ST,,34.0433,-118.2488,,,,,,,,,,,,,,,,
210412143,4,Hollenbeck,427,PAOLA AV,TEMPLETON ST,34.0819,-118.1809,,,,,,,,,,,,,,,,
210512406,5,Harbor,524,1100 W G ST,,33.7777,-118.2767,,,,,,,,,,,,,,,,
210215242,2,Rampart,233,RAMPART,BEVERLY,34.0695,-118.2768,,,,,,,,,,,,,,,,
211314578,13,Newton,1351,MAIN ST,VERNON AV,34.0038,-118.274,,,,,,,,,,,,,,,,
211510978,15,N Hollywood,1555,LA MAIDA,LANKERSHIM,34.1588,-118.3709,,,,,,,,,,,,,,,,
210106428,1,Central,192,1300 S HOPE ST,,34.039,-118.266,,,,,,,,,,,,,,,,
211600735,16,Foothill,1601,ARROYO ST,BORDEN AV,34.2861,-118.4235,,,,,,,,,,,,,,,,
211805402,18,Southeast,1836,1200 E 108TH ST,,33.9378,-118.2542,,,,,,,,,,,,,,,,
210906417,9,Van Nuys,989,VENTURA BL,WOODMAN,34.148,-118.4312,,,,,,,,,,,,,,,,
210507796,5,Harbor,587,28TH,CAROLINA,33.7188,-118.2907,,,,,,,,,,,,,,,,
211422050,14,Pacific,1457,BALLONA CREE,CENTINELA,33.9916,-118.4162,,,,,,,,,,,,,,,,
211816895,18,Southeast,1806,900 E 92ND ST,,33.9529,-118.2586,,,,,,,,,,,,,,,,
211210586,12,77th Street,1269,600 E 80TH ST,,33.9665,-118.2652,,,,,,,,,,,,,,,,
210320223,3,Southwest,395,4300 S WESTERN AV,,34.0052,-118.3089,,,,,,,,,,,,,,,,
211006586,10,West Valley,1008,16100 STAGG ST,,34.2128,-118.4837,,,,,,,,,,,,,,,,
210121591,1,Central,182,W 11TH ST,FLOWER ST,34.043,-118.2641,,,,,,,,,,,,,,,,
211815936,18,Southeast,1821,10000 S VERMONT AV,,33.9446,-118.2916,,,,,,,,,,,,,,,,
211915523,19,Mission,1962,15000 NORTHWIND LN,,34.2389,-118.4588,,,,,,,,,,,,,,,,
211412765,14,Pacific,1496,6100 W CENTURY BL,,33.9456,-118.3904,,,,,,,,,,,,,,,,
210305677,3,Southwest,315,2100 W ADAMS BL,,34.0327,-118.3126,,,,,,,,,,,,,,,,
211300972,13,Newton,1391,300 W 66TH ST,,33.9798,-118.2789,,,,,,,,,,,,,,,,
210300519,3,Southwest,362,4600 RODEO LN,,34.0203,-118.3467,,,,,,,,,,,,,,,,
211306681,13,Newton,1307,1200 E 7TH ST,,34.0374,-118.242,,,,,,,,,,,,,,,,
212012638,20,Olympic,2026,400 S BERENDO ST,,34.0654,-118.2941,,,,,,,,,,,,,,,,
211504037,15,N Hollywood,1563,4400 TUJUNGA AV,,34.1512,-118.3864,,,,,,,,,,,,,,,,
220404025,4,Hollenbeck,451,100 N MYERS ST,,34.048,-118.2288,,,,,,,,,,,,,,,,
210413870,4,Hollenbeck,453,600 N BOYLE AV,,34.0521,-118.217,,,,,,,,,,,,,,,,
210413456,4,Hollenbeck,426,4900 NAVARRO ST,,34.0859,-118.1763,,,,,,,,,,,,,,,,
210700542,7,Wilshire,784,2100 ALSACE AV,,34.0377,-118.3531,,,,,,,,,,,,,,,,
212016592,20,Olympic,2063,WESTERN,PICO,34.0472,-118.309,,,,,,,,,,,,,,,,
212014151,20,Olympic,2049,800 S HOOVER ST,,34.0564,-118.2879,,,,,,,,,,,,,,,,
210212357,2,Rampart,265,800 S ALVARADO ST,,34.0543,-118.2782,,,,,,,,,,,,,,,,
210116758,1,Central,158,4TH ST,ALAMEDA,34.0434,-118.2381,,,,,,,,,,,,,,,,
210307492,3,Southwest,374,3800 ARLINGTON AV,,34.0178,-118.3183,,,,,,,,,,,,,,,,
211312574,13,Newton,1362,50TH,MAIN,33.9974,-118.274,,,,,,,,,,,,,,,,
210605142,6,Hollywood,639,5400 HOLLYWOOD BL,,34.1036,-118.3049,,,,,,,,,,,,,,,753,998
211010454,10,West Valley,1008,16400 VANOWEN ST,,34.1939,-118.4906,,,,,,,,,,,,,,,,
210600573,6,Hollywood,649,WESTERN,HOLLYWOOD,34.0999,-118.3038,,,,,,,,,,,,,,,,
211808109,18,Southeast,1827,9500 GRAHAM AV,,33.9481,-118.243,,,,,,,,,,,,,,,,
210120251,1,Central,111,500 N SPRING ST,,34.0571,-118.2405,,,,,,,,,,,,,,,,
210613444,6,Hollywood,645,HIGHLAND,HOLLYWOOD,34.1016,-118.3387,,,,,,,,,,,,,,,,
210309968,3,Southwest,312,JEFFERSON BL,LA BREA AV,34.0255,-118.3549,,,,,,,,,,,,,,,,
211813360,18,Southeast,1831,500 W 121ST ST,,33.9225,-118.2835,,,,,,,,,,,,,,,,
211412447,14,Pacific,1407,JASMINE,WASHINGTON,34.0199,-118.4005,,,,,,,,,,,,,,,,
211911438,19,Mission,1984,8400 CEDROS AV,,34.2265,-118.4565,,,,,,,,,,,,,,,,
211411858,14,Pacific,1431,18TH,OCEAN FRONT WK,33.986,-118.4725,,,,,,,,,,,,,,,,
210905545,9,Van Nuys,964,RIVERSIDE DR,WOODMAN AV,34.1576,-118.4312,,,,,,,,,,,,,,,,
211815436,18,Southeast,1831,600 W 120TH ST,,33.9237,-118.2865,,,,,,,,,,,,,,,,
210413685,4,Hollenbeck,404,6700 MARMION WY,,34.1106,-118.1794,,,,,,,,,,,,,,,,
210618316,6,Hollywood,636,6600 HOLLYWOOD BL,,34.1034,-118.3325,,,,,,,,,,,,,,,,
211316704,13,Newton,1321,MAIN ST,WASHINGTON,34.031,-118.2647,,,,,,,,,,,,,,,,
211817078,18,Southeast,1836,1500 E 106TH ST,,33.9397,-118.2478,,,,,,,,,,,,,,,,
210308403,3,Southwest,376,3900 DENKER AV,,34.0153,-118.3045,,,,,,,,,,,,,,,,
210804820,8,West LA,895,MANNING,NATIONAL,34.0301,-118.4037,,,,,,,,,,,,,,,,
211600727,16,Foothill,1687,11100 CANTARA ST,,34.2193,-118.3731,,,,,,,,,,,,,,,,
212013893,20,Olympic,2001,WINDSOR,MELROSE,34.0835,-118.3195,,,,,,,,,,,,,,,,
211218037,12,77th Street,1258,7200 S BROADWAY,,33.9741,-118.2783,,,,,,,,,,,,,,,,
211105469,11,Northeast,1124,3500 FLETCHER DR,,34.1191,-118.2387,,,,,,,,,,,,,,,,
210311910,3,Southwest,361,4000 URSULA AV,,34.0127,-118.3525,,,,,,,,,,,,,,,,
210508666,5,Harbor,541,1100 GOLDENROSE ST,,33.7526,-118.3004,,,,,,,,,,,,,,,,
211415841,14,Pacific,1444,4200 LINCOLN BL,,33.9871,-118.4446,,,,,,,,,,,,,,,,
210615056,6,Hollywood,636,6700 HOLLYWOOD BL,,34.1034,-118.3325,,,,,,,,,,,,,,,,
211217569,12,77th Street,1269,80TH ST,WADSWORTH,33.9665,-118.2586,,,,,,,,,,,,,,,,
210607084,6,Hollywood,639,1700 N WESTERN AV,,34.1018,-118.3093,,,,,,,,,,,,,,,,
211819455,18,Southeast,1823,400 E 99TH ST,,33.9465,-118.2674,,,,,,,,,,,,,,,,
211400803,14,Pacific,1414,200 LINCOLN BL,,34.0017,-118.4686,,,,,,,,,,,,,,,,
210409185,4,Hollenbeck,499,3600 E OLYMPIC BL,,34.0188,-118.201,,,,,,,,,,,,,,,,
210214312,2,Rampart,245,600 S PARK VIEW ST,,34.0609,-118.2787,,,,,,,,,,,,,,,,
211301117,13,Newton,1307,700 E 9TH ST,,34.0349,-118.2436,,,,,,,,,,,,,,,,
211217697,12,77th Street,1251,6700 11TH AV,,33.9757,-118.3294,,,,,,,,,,,,,,,,
211506672,15,N Hollywood,1538,11200 HATTERAS ST,,34.1758,-118.3752,,,,,,,,,,,,,,,,
211610481,16,Foothill,1687,11100 STRATHERN ST,,34.2157,-118.3725,,,,,,,,,,,,,,,,
211612631,16,Foothill,1695,11300 STAGG ST,,34.2121,-118.3774,,,,,,,,,,,,,,,,
210105052,1,Central,132,800 W 1ST ST,,34.0571,-118.2508,,,,,,,,,,,,,,,,
211909013,19,Mission,1984,14800 ROSCOE BL,,34.2265,-118.4565,,,,,,,,,,,,,,,,
210710111,7,Wilshire,782,2300 S LA CIENEGA BL,,34.0376,-118.3773,,,,,,,,,,,,,,,,
210917274,9,Van Nuys,994,3900 STANSBURY AV,,34.1415,-118.4424,,,,,,,,,,,,,,,,
212104538,21,Topanga,2156,OXNARD ST,VASSAR AV,34.1792,-118.6044,,,,,,,,,,,,,,,,
211211308,12,77th Street,1256,7500 S FIGUEROA ST,,33.9713,-118.2827,,,,,,,,,,,,,,,,
211308133,13,Newton,1341,39TH ST,BROADWAY,34.0121,-118.2768,,,,,,,,,,,,,,,,
212004962,20,Olympic,2024,WILSHIRE BL,WESTERN AV,34.0617,-118.3091,,,,,,,,,,,,,,,,
211418687,14,Pacific,1414,700 LINCOLN BL,,33.9976,-118.467,,,,,,,,,,,,,,,,
210109750,1,Central,154,100 W 5TH ST,,34.0467,-118.2485,,,,,,,,,,,,,,,,
210619148,6,Hollywood,647,5800 W SUNSET BL,,34.0998,-118.3211,,,,,,,,,,,,,,,,
211217534,12,77th Street,1259,700 E 78TH ST,,33.9684,-118.263,,,,,,,,,,,,,,,,
211804085,18,Southeast,1864,12000 S CENTRAL AV,,33.9231,-118.2544,,,,,,,,,,,,,,,,
211209640,12,77th Street,1248,900 W 64TH ST,,33.981,-118.2897,,,,,,,,,,,,,,,,
211908926,19,Mission,1984,8400 CEDROS AV,,34.2265,-118.4565,,,,,,,,,,,,,,,,
211205931,12,77th Street,1268,82ND ST,SAN PEDRO,33.9654,-118.2695,,,,,,,,,,,,,,,,
210300845,3,Southwest,396,42ND PL,MENLO AV,34.0064,-118.29,,,,,,,,,,,,,,,,
210119656,1,Central,192,1800 S GRAND AV,,34.0338,-118.2676,,,,,,,,,,,,,,,,
210301100,3,Southwest,376,3900 DENKER AV,,34.0153,-118.3045,,,,,,,,,,,,,,,,
210510015,5,Harbor,563,12TH,CABRILLO,33.7334,-118.2946,,,,,,,,,,,,,,,,
211114142,11,Northeast,1113,5000 LOCKHAVEN AV,,34.139,-118.224,,,,,,,,,,,,,,,,
211215434,12,77th Street,1267,MANCHESTER AV,FIGUEROA ST,33.9601,-118.2827,,,,,,,,,,,,,,,,
210320682,3,Southwest,395,42ND ST,WESTERN,34.0073,-118.3089,,,,,,,,,,,,,,,,
212110522,21,Topanga,2146,7000 ALABAMA AV,,34.1974,-118.599,,,,,,,,,,,,,,,,
212108851,21,Topanga,2175,MARIANO,PONCE,34.1683,-118.6211,,,,,,,,,,,,,,,,
211011612,10,West Valley,1078,HAYVENHURST AV,VENTURA BL,34.1582,-118.4923,,,,,,,,,,,,,,,,
210610929,6,Hollywood,646,DE LONGPRE,CHEROKEE,34.0962,-118.3353,,,,,,,,,,,,,,,,
211218444,12,77th Street,1267,79TH ST,BROADWAY,33.9622,-118.285,,,,,,,,,,,,,,,,
211808686,18,Southeast,1834,108TH ST,STANFORD,33.9383,-118.263,,,,,,,,,,,,,,,,
210612510,6,Hollywood,656,SANTA MONICA BL,N GOWER ST,34.0908,-118.3223,,,,,,,,,,,,,,,,
212110069,21,Topanga,2158,6200 CANOGA AV,,34.1828,-118.5974,,,,,,,,,,,,,,,,
211421991,14,Pacific,1479,5500 W 76TH ST,,33.969,-118.3768,,,,,,,,,,,,,,,,
210300501,3,Southwest,315,2600 S WESTERN AV,,34.034,-118.3133,,,,,,,,,,,,,,,,
210609403,6,Hollywood,645,7000 W SUNSET BL,,34.098,-118.3416,,,,,,,,,,,,,,,,
211409036,14,Pacific,1452,00 WASHINGTON BL,,33.9792,-118.4666,,,,,,,,,,,,,,,,
211700673,17,Devonshire,1791,8400 WINNETKA AV,,34.2222,-118.571,,,,,,,,,,,,,,,,
211405189,14,Pacific,1413,3RD AV,ROSE AV,33.997,-118.4761,,,,,,,,,,,,,,,,
210117262,1,Central,162,800 S HOPE ST,,34.046,-118.2595,,,,,,,,,,,,,,,,
211804212,18,Southeast,1831,127TH ST,FIGUEROA,33.9176,-118.2829,,,,,,,,,,,,,,,,
210513092,5,Harbor,529,900 PIONEER AV,,33.7822,-118.2485,,,,,,,,,,,,,,,,
211310884,13,Newton,1313,16TH ST,ESSEX,34.0269,-118.2498,,,,,,,,,,,,,,,,
210104984,1,Central,156,500 S SAN PEDRO ST,,34.0437,-118.2455,,,,,,,,,,,,,,,,
210611156,6,Hollywood,657,SANTA MONICA BL,WESTERN AV,34.0908,-118.3092,,,,,,,,,,,,,,,,
211511378,15,N Hollywood,1513,VANOWEN,WHITSETT,34.194,-118.4053,,,,,,,,,,,,,,,,
210313987,3,Southwest,395,4100 S WESTERN AV,,34.0091,-118.3089,,,,,,,,,,,,,,,,
211805616,18,Southeast,1862,120TH ST,MAIN ST,0,0,,,,,,,,,,,,,,,,
211104807,11,Northeast,1151,1600 N VERMONT AV,,34.0986,-118.2962,,,,,,,,,,,,,,,,
211813454,18,Southeast,1826,1600 E 103RD ST,,33.9485,-118.2461,,,,,,,,,,,,,,,,
211814422,18,Southeast,1802,BROADWAY,93RD ST,33.9519,-118.2782,,,,,,,,,,,,,,,,
210309123,3,Southwest,373,OBAMA BL,DEGNAN AV,34.0206,-118.33,,,,,,,,,,,,,,,,
210408638,4,Hollenbeck,451,N MYERS,KEARNEY ST,34.0526,-118.2278,,,,,,,,,,,,,,,,
210113037,1,Central,157,6TH,CROCKER,34.0423,-118.2453,,,,,,,,,,,,,,,,
210707300,7,Wilshire,742,6200 WILSHIRE BL,,34.0632,-118.3635,,,,,,,,,,,,,,,,
211712947,17,Devonshire,1794,8300 RESEDA BL,,34.2208,-118.5361,,,,,,,,,,,,,,,,
212017065,20,Olympic,2029,2800 W 6TH ST,,34.0632,-118.2831,,,,,,,,,,,,,,,,
211225797,12,77th Street,1211,2ND AV,54TH ST,33.9932,-118.3193,,,,,,,,,,,,,,,,
210615836,6,Hollywood,637,6000 HOLLYWOOD BL,,34.103,-118.3225,,,,,,,,,,,,,,,,
212017825,20,Olympic,2069,1200 ELDEN AV,,34.0491,-118.2877,,,,,,,,,,,,,,,,
210218100,2,Rampart,237,3RD ST,WITMER,34.0591,-118.2635,,,,,,,,,,,,,,,,
211806281,18,Southeast,1837,103RD ST,GRANDEE,33.9432,-118.2432,,,,,,,,,,,,,,,,
212017522,20,Olympic,2033,900 S WESTERN AV,,34.0581,-118.3066,,,,,,,,,,,,,,,,
211706340,17,Devonshire,1793,8800 TAMPA AV,,34.2299,-118.5535,,,,,,,,,,,,,,,,
210715416,7,Wilshire,711,300 N HAYWORTH AV,,34.0761,-118.3626,,,,,,,,,,,,,,,,
211715052,17,Devonshire,1799,CHASE ST,HASKELL AV,34.2247,-118.4764,,,,,,,,,,,,,,,,
211614243,16,Foothill,1608,10400 KURT ST,,34.278,-118.3557,,,,,,,,,,,,,,,,
212002051,20,Olympic,2019,VERMONT,4TH,34.0728,-118.2878,,,,,,,,,,,,,,,,
210106111,1,Central,154,500 S LOS ANGELES ST,,34.046,-118.2493,,,,,,,,,,,,,,,,
211307050,13,Newton,1354,4100 S MAIN ST,,34.0087,-118.274,,,,,,,,,,,,,,,,
210107657,1,Central,128,1ST ST,JUDGE JOHN A ST,34.0498,-118.24,,,,,,,,,,,,,,,,
210304720,3,Southwest,375,39TH ST,WESTERN,34.0146,-118.3089,,,,,,,,,,,,,,,,
211300898,13,Newton,1321,24TH ST,BROADWAY,34.0272,-118.2686,,,,,,,,,,,,,,,,
210109705,1,Central,152,600 S OLIVE ST,,34.0476,-118.2546,,,,,,,,,,,,,,,,
211900766,19,Mission,1901,15800 YARNELL ST,,34.3245,-118.4795,,,,,,,,,,,,,,,,
210500700,5,Harbor,557,2ND ST,CABRILLO,33.7424,-118.2946,,,,,,,,,,,,,,,,
210211907,2,Rampart,281,1200 S ALVARADO ST,,34.0486,-118.2819,,,,,,,,,,,,,,,,
212112628,21,Topanga,2105,ROSCOE,OWENSMOUTH,34.2197,-118.6016,,,,,,,,,,,,,,,,
210200708,2,Rampart,248,400 WITMER ST,,34.0589,-118.2636,,,,,,,,,,,,,,,,
211311393,13,Newton,1377,SLAUSON ST,HOLMES AV,33.9892,-118.2412,,,,,,,,,,,,,,,,
211114666,11,Northeast,1144,3100 SILVERADO DR,,34.1002,-118.2717,,,,,,,,,,,,,,,,
221513454,15,N Hollywood,1524,12100 VICTORY BL,,34.1867,-118.3965,,,,,,,,,,,,,,,,
210213999,2,Rampart,251,500 S RAMPART BL,,34.0644,-118.28,,,,,,,,,,,,,,,,
210122063,1,Central,148,600 E 5TH ST,,34.0438,-118.2416,,,,,,,,,,,,,,,,
211816210,18,Southeast,1805,400 E 92ND ST,,33.9529,-118.2673,,,,,,,,,,,,,,,,
211910208,19,Mission,1981,8500 N SEPULVEDA BL,,34.2267,-118.4704,,,,,,,,,,,,,,,,
211910971,19,Mission,1906,13500 RAVEN ST,,34.3161,-118.4287,,,,,,,,,,,,,,,,
211506955,15,N Hollywood,1502,COLDWATER CA,SATICOY,34.2111,-118.4106,,,,,,,,,,,,,,,,
211317514,13,Newton,1373,5400 S CENTRAL AV,,33.9925,-118.2608,,,,,,,,,,,,,,,,
211805101,18,Southeast,1849,2200 E 114TH ST,,33.9315,-118.2336,,,,,,,,,,,,,,,,
210306229,3,Southwest,393,4200 GARTHWAITE AV,,34.0071,-118.326,,,,,,,,,,,,,,,,
211301098,13,Newton,1371,BROADWAY,56TH ST,33.9915,-118.2783,,,,,,,,,,,,,,,,
211206022,12,77th Street,1283,96TH ST,MANHATTAN PL,33.9491,-118.3104,,,,,,,,,,,,,,,,
211206573,12,77th Street,1233,WESTERN AV,60TH ST,33.9859,-118.309,,,,,,,,,,,,,,,,
211804174,18,Southeast,1824,10300 AVALON BL,,33.9429,-118.265,,,,,,,,,,,,,,,,
210415164,4,Hollenbeck,417,TURQUOISE,HUNTINGTON DR,34.0805,-118.1926,,,,,,,,,,,,,,,,
212016789,20,Olympic,2076,1900 VENICE BL,,34.0441,-118.2978,,,,,,,,,,,,,,,,
211811642,18,Southeast,1851,13100 S HOOVER ST,,33.9123,-118.2872,,,,,,,,,,,,,,,,
210714512,7,Wilshire,713,400 N FAIRFAX AV,,34.0782,-118.3615,,,,,,,,,,,,,,,,
210217047,2,Rampart,269,700 WITMER ST,,34.0519,-118.268,,,,,,,,,,,,,,,,
211213873,12,77th Street,1267,500 W 82ND ST,,33.9643,-118.2833,,,,,,,,,,,,,,,,
211217169,12,77th Street,1259,E FLORENCE AV,MCKINLEY AV,33.9747,-118.2608,,,,,,,,,,,,,,,,
212111588,21,Topanga,2143,6400 FALLBROOK AV,,34.1883,-118.6274,,,,,,,,,,,,,,,,
212009084,20,Olympic,2024,600 S NORMANDIE AV,,34.0636,-118.3047,,,,,,,,,,,,,,,,
211516589,15,N Hollywood,1532,12400 VICTORY BL,,34.1867,-118.4034,,,,,,,,,,,,,,,,
212008594,20,Olympic,2038,8TH,WESTMORELAND,34.0577,-118.2891,,,,,,,,,,,,,,,,
210706395,7,Wilshire,765,RIMPAU,PICO,34.0493,-118.3367,,,,,,,,,,,,,,,,
211219394,12,77th Street,1263,2000 W 80TH ST,,33.9664,-118.3156,,,,,,,,,,,,,,,,
211514983,15,N Hollywood,1515,6800 RADFORD AV,,34.1939,-118.3922,,,,,,,,,,,,,,,,
211910744,19,Mission,1961,9400 N SEPULVEDA BL,,34.2388,-118.4677,,,,,,,,,,,,,,,,
211812587,18,Southeast,1839,10800 WEIGAND AV,,33.9347,-118.2309,,,,,,,,,,,,,,,,
210316289,3,Southwest,397,42ND ST,KENWOOD AV,34.0073,-118.2991,,,,,,,,,,,,,,,,
211012330,10,West Valley,1027,16900 GAULT ST,,34.1994,-118.5033,,,,,,,,,,,,,,,,
211508022,15,N Hollywood,1586,10800 ACAMA ST,,34.1459,-118.3657,,,,,,,,,,,,,,,,
211105398,11,Northeast,1162,SUNSET BL,SANBORN AV,34.0928,-118.2807,,,,,,,,,,,,,,,,
211900556,19,Mission,1985,14600 PARTHENIA ST,,34.2271,-118.4503,,,,,,,,,,,,,,,,
210409199,4,Hollenbeck,407,3800 MONTEREY RD,,34.091,-118.1882,,,,,,,,,,,,,,,,
210208004,2,Rampart,265,WESTLAKE AV,JAMES M WOOD,34.0544,-118.2767,,,,,,,,,,,,,,,,
211912563,19,Mission,1982,SEPULVEDA BL,PARTHENIA ST,34.2283,-118.4677,,,,,,,,,,,,,,,,
211109933,11,Northeast,1177,AVENUE 26,FIGUEROA ST,34.0842,-118.2228,,,,,,,,,,,,,,,,
211900775,19,Mission,1995,7800 VAN NUYS BL,,34.2117,-118.4488,,,,,,,,,,,,,,,,
211008442,10,West Valley,1008,7700 HAYVENHURST AV,,34.2111,-118.4924,,,,,,,,,,,,,,,,
210609840,6,Hollywood,668,1100 N WESTERN AV,,34.0944,-118.3125,,,,,,,,,,,,,,,,
210106532,1,Central,154,MAIN ST,5TH ST,34.0467,-118.2485,,,,,,,,,,,,,,,,
210318655,3,Southwest,312,LA BREA,JEFFERSON AV,34.0255,-118.3549,,,,,,,,,,,,,,,,
210415759,4,Hollenbeck,439,1900 N MARIANNA AV,,34.0635,-118.1791,,,,,,,,,,,,,,,,
212014189,20,Olympic,2022,ST ANDREWS PL,WILSHIRE,34.0655,-118.3114,,,,,,,,,,,,,,,,
212104777,21,Topanga,2129,SATICOY ST,WINNETKA AV,34.2084,-118.571,,,,,,,,,,,,,,,,
210504704,5,Harbor,501,209TH ST,WESTERN AV,33.8648,-118.2931,,,,,,,,,,,,,,,,
211013719,10,West Valley,1025,18400 HART ST,,34.1975,-118.5348,,,,,,,,,,,,,,,,
211410773,14,Pacific,1456,4400 INGLEWOOD BL,,33.9956,-118.419,,,,,,,,,,,,,,,,
211422188,14,Pacific,1496,6200 W CENTURY BL,,33.9472,-118.3909,,,,,,,,,,,,,,,,
211806489,18,Southeast,1841,10900 S FIGUEROA ST,,33.9367,-118.2871,,,,,,,,,,,,,,,,
210109022,1,Central,142,5TH ST,HILL ST,34.0492,-118.2525,,,,,,,,,,,,,,,,
211008638,10,West Valley,1027,7100 LOUISE AV,,34.1994,-118.5098,,,,,,,,,,,,,,,,
211204053,12,77th Street,1213,54TH ST,RUTHELEN AV,33.9932,-118.3126,,,,,,,,,,,,,,,,
211909285,19,Mission,1999,7800 VENTURA CANYON AV,,34.2123,-118.4287,,,,,,,,,,,,,,,,
212105466,21,Topanga,2183,23100 AVENUE SAN LUIS,,34.1615,-118.6311,,,,,,,,,,,,,,,,
211209598,12,77th Street,1258,100 W 74TH ST,,33.9727,-118.2739,,,,,,,,,,,,,,,,
210114191,1,Central,185,200 E OLYMPIC BL,,34.0394,-118.2556,,,,,,,,,,,,,,,,
210213986,2,Rampart,256,WILSHIRE BL,UNION AV,34.0554,-118.2702,,,,,,,,,,,,,,,,
211108443,11,Northeast,1162,4600 W SUNSET BL,,34.0982,-118.2898,,,,,,,,,,,,,,,,
212011418,20,Olympic,2024,3700 WILSHIRE BL,,34.0636,-118.3047,,,,,,,,,,,,,,,,
210118836,1,Central,119,800 N ALAMEDA ST,,34.0561,-118.2375,,,,,,,,,,,,,,,,
212005853,20,Olympic,2045,JAMES M WOOD,KENMORE,34.0559,-118.2965,,,,,,,,,,,,,,,,
211609329,16,Foothill,1613,PAXTON ST,GLENOAKS BL,34.2758,-118.4052,,,,,,,,,,,,,,,,
210118292,1,Central,153,500 S BROADWAY,,34.0474,-118.2513,,,,,,,,,,,,,,,,
210107727,1,Central,156,500 SAN JULIAN ST,,34.0429,-118.2462,,,,,,,,,,,,,,,,
210215685,2,Rampart,269,1300 W 7TH ST,,34.0523,-118.2677,,,,,,,,,,,,,,,,
211910584,19,Mission,1982,ACRE ST,COLUMBUS AV,34.2299,-118.4656,,,,,,,,,,,,,,,,
210411208,4,Hollenbeck,423,3000 N MAIN ST,,34.066,-118.2102,,,,,,,,,,,,,,,,
210413733,4,Hollenbeck,427,4600 N HUNTINGTON DR,,34.0852,-118.186,,,,,,,,,,,,,,,,
211409053,14,Pacific,1427,3000 S SEPULVEDA BL,,34.0269,-118.4283,,,,,,,,,,,,,,,,
211304404,13,Newton,1391,GAGE,BROADWAY,33.9824,-118.2783,,,,,,,,,,,,,,,,
210514221,5,Harbor,511,FRAMPTON,253RD ST,33.7948,-118.2999,,,,,,,,,,,,,,,,
210306814,3,Southwest,393,LEIMERT BL,VERNON AV,34.0037,-118.3306,,,,,,,,,,,,,,,,
210515003,5,Harbor,557,100 N GAFFEY ST,,33.7433,-118.2923,,,,,,,,,,,,,,,,
210705991,7,Wilshire,745,SAN VICENTE,COCHRAN,34.0527,-118.3509,,,,,,,,,,,,,,,,
210900724,9,Van Nuys,901,15300 SHERMAN WY,,34.2012,-118.4725,,,,,,,,,,,,,,,,
211606257,16,Foothill,1613,DRONFIELD ST,VAN NUYS BL,34.2785,-118.4051,,,,,,,,,,,,,,,,
211314089,13,Newton,1361,MAIN ST,50TH ST,33.9974,-118.274,,,,,,,,,,,,,,,,
210411910,4,Hollenbeck,466,CESAR E CHAVEZ,FICKETT,34.0457,-118.2053,,,,,,,,,,,,,,,,
210312308,3,Southwest,397,1300 W VERNON AV,,34.0037,-118.2982,,,,,,,,,,,,,,,,
211220440,12,77th Street,1256,FIGUEROA ST,FLORENCE AV,33.9747,-118.2827,,,,,,,,,,,,,,,,
211217248,12,77th Street,1203,ST ANDREWS PL,47TH ST,33.9994,-118.3108,,,,,,,,,,,,,,,,
211006531,10,West Valley,1049,BURBANK BL,WOODLEY AV,34.1717,-118.4758,,,,,,,,,,,,,,,,
